id,date,store_nbr,item_nbr,unit_sales,onpromotion,type_x,cluster,class,perishable,transactions,dcoilwtico,locale,locale_name,description,transferred,dayofweek,is_weekend,lag_7,rolling_7,promo_lag_interaction,family_BEAUTY,family_BEVERAGES,family_BREAD/BAKERY,family_CLEANING,family_DAIRY,family_DELI,family_EGGS,family_FROZEN FOODS,family_GROCERY I,family_GROCERY II,family_HARDWARE,family_HOME APPLIANCES,family_LAWN AND GARDEN,family_LINGERIE,"family_LIQUOR,WINE,BEER",family_MEATS,family_PERSONAL CARE,family_POULTRY,family_PREPARED FOODS,family_SEAFOOD,city_Babahoyo,city_Cayambe,city_Cuenca,city_Daule,city_El Carmen,city_Esmeraldas,city_Guaranda,city_Guayaquil,city_Ibarra,city_Latacunga,city_Loja,city_Machala,city_Playas,city_Quevedo,city_Quito,city_Riobamba,city_Salinas,city_Santo Domingo,state_Bolivar,state_Chimborazo,state_Cotopaxi,state_El Oro,state_Esmeraldas,state_Guayas,state_Imbabura,state_Loja,state_Los Rios,state_Manabi,state_Pichincha,state_Santa Elena,state_Santo Domingo de los Tsachilas,state_Tungurahua,type_y_Work Day
62769,2013-01-03,27,848765,7.0,0.0,D,1,1058,0,928,92.97,National,Ecuador,Recupero puente Navidad,False,3,0,0.0030581039755351,0.021628871646335,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
87648,2013-01-04,6,165551,11.0,0.0,D,13,1124,0,1679,93.12,National,Ecuador,Recupero puente Navidad,False,4,0,0.0351681957186544,0.0809958772912746,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
110998,2013-01-04,40,911990,25.0,0.0,C,3,3038,0,1044,93.12,National,Ecuador,Recupero puente Navidad,False,4,0,0.0076452599388379,0.0277177953022262,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
64986,2013-01-03,31,953404,2.0,0.0,B,10,3046,0,1126,92.97,National,Ecuador,Recupero puente Navidad,False,3,0,0.0061162079510703,0.0053917418972916,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
121801,2013-01-04,51,1089844,2.0,0.0,A,17,2712,1,1786,93.12,National,Ecuador,Recupero puente Navidad,False,4,0,0.0045871559633027,0.029240026216199,0.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
110002,2013-01-04,39,521818,2.0,0.0,B,6,1058,0,1285,93.12,National,Ecuador,Recupero puente Navidad,False,4,0,0.0015290519877675,0.0145251273811285,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
16912,2013-01-02,18,793346,4.0,0.0,B,16,4126,0,1635,93.14,National,Ecuador,Recupero puente Navidad,False,2,0,0.0030581039755351,0.0256881540835958,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
122181,2013-01-04,54,762405,1.0,0.0,C,3,3030,0,794,93.12,National,Ecuador,Recupero puente Navidad,False,4,0,0.0030581039755351,0.0084362037252373,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
7034,2013-01-02,6,1047774,1.0,0.0,D,13,1126,0,2143,93.14,National,Ecuador,Recupero puente Navidad,False,2,0,0.0,0.0302548468255142,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
45655,2013-01-03,4,315322,8.0,0.0,D,9,1084,0,1551,92.97,National,Ecuador,Recupero puente Navidad,False,3,0,0.0504587155963302,0.0642513372375737,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
62596,2013-01-03,27,617103,2.0,0.0,D,1,2502,1,928,92.97,National,Ecuador,Recupero puente Navidad,False,3,0,0.0214067278287461,0.0165547685997589,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
8914,2013-01-02,8,771156,9.0,0.0,D,8,3034,0,3250,93.14,National,Ecuador,Recupero puente Navidad,False,2,0,0.0076452599388379,0.0287326159115414,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
116852,2013-01-04,47,682884,4.0,0.0,A,14,3004,0,3915,93.12,National,Ecuador,Recupero puente Navidad,False,4,0,0.0015290519877675,0.0130028964671557,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
79223,2013-01-03,49,802833,34.0,0.0,A,11,1045,0,1702,92.97,National,Ecuador,Recupero puente Navidad,False,3,0,0.0045871559633027,0.1195590604452525,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
139331,2013-01-05,19,315322,5.0,0.0,C,15,1084,0,1713,93.12,National,Ecuador,Recupero puente Navidad,False,5,1,0.010703363914373,0.0180769995137317,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
27594,2013-01-02,37,558730,7.0,0.0,D,2,2112,1,1691,93.14,National,Ecuador,Recupero puente Navidad,False,2,0,0.010703363914373,0.0180769995137317,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
34671,2013-01-02,45,1047755,24.0,0.0,A,11,1126,0,4208,93.14,National,Ecuador,Recupero puente Navidad,False,2,0,0.0412844036697247,0.0475067971838728,0.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
58936,2013-01-03,23,227111,6.0,0.0,D,9,2502,1,1181,92.97,National,Ecuador,Recupero puente Navidad,False,3,0,0.0076452599388379,0.0297474365208566,0.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
21533,2013-01-02,27,258395,2.0,0.0,D,1,1002,0,1386,93.14,National,Ecuador,Recupero puente Navidad,False,2,0,0.0015290519877675,0.0124954861624981,0.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
